city,state,region,date,year,month,day,temp
Minneapolis,MN,Upper Midwest,8/23/2000,2000,8,23,84
Minneapolis,MN,Upper Midwest,8/24/2000,2000,8,24,83
Minneapolis,MN,Upper Midwest,8/25/2000,2000,8,25,82
Minneapolis,MN,Upper Midwest,8/26/2000,2000,8,26,82
Minneapolis,MN,Upper Midwest,8/27/2000,2000,8,27,77
Minneapolis,MN,Upper Midwest,8/28/2000,2000,8,28,79
Minneapolis,MN,Upper Midwest,8/29/2000,2000,8,29,75
Minneapolis,MN,Upper Midwest,8/30/2000,2000,8,30,84
Minneapolis,MN,Upper Midwest,8/31/2000,2000,8,31,86
Minneapolis,MN,Upper Midwest,9/1/2000,2000,9,1,65
Minneapolis,MN,Upper Midwest,9/2/2000,2000,9,2,72
Minneapolis,MN,Upper Midwest,9/3/2000,2000,9,3,74
Minneapolis,MN,Upper Midwest,9/4/2000,2000,9,4,68
Minneapolis,MN,Upper Midwest,9/5/2000,2000,9,5,70
Minneapolis,MN,Upper Midwest,9/6/2000,2000,9,6,74
Minneapolis,MN,Upper Midwest,9/7/2000,2000,9,7,76
Minneapolis,MN,Upper Midwest,9/8/2000,2000,9,8,77
Minneapolis,MN,Upper Midwest,9/9/2000,2000,9,9,88
Minneapolis,MN,Upper Midwest,9/10/2000,2000,9,10,79
Minneapolis,MN,Upper Midwest,9/11/2000,2000,9,11,82
Minneapolis,MN,Upper Midwest,9/12/2000,2000,9,12,74
Minneapolis,MN,Upper Midwest,9/13/2000,2000,9,13,79
Minneapolis,MN,Upper Midwest,9/14/2000,2000,9,14,70
Minneapolis,MN,Upper Midwest,9/15/2000,2000,9,15,64
Minneapolis,MN,Upper Midwest,9/16/2000,2000,9,16,81
Minneapolis,MN,Upper Midwest,9/17/2000,2000,9,17,80
Minneapolis,MN,Upper Midwest,9/18/2000,2000,9,18,89
Minneapolis,MN,Upper Midwest,9/19/2000,2000,9,19,75
Minneapolis,MN,Upper Midwest,9/20/2000,2000,9,20,59
Minneapolis,MN,Upper Midwest,9/21/2000,2000,9,21,59
Minneapolis,MN,Upper Midwest,9/22/2000,2000,9,22,54
Minneapolis,MN,Upper Midwest,9/23/2000,2000,9,23,51
Minneapolis,MN,Upper Midwest,9/24/2000,2000,9,24,56
Minneapolis,MN,Upper Midwest,9/25/2000,2000,9,25,66
Minneapolis,MN,Upper Midwest,9/26/2000,2000,9,26,77
Minneapolis,MN,Upper Midwest,9/27/2000,2000,9,27,62
Minneapolis,MN,Upper Midwest,9/28/2000,2000,9,28,79
Minneapolis,MN,Upper Midwest,9/29/2000,2000,9,29,84
Minneapolis,MN,Upper Midwest,9/30/2000,2000,9,30,82
Minneapolis,MN,Upper Midwest,10/1/2000,2000,10,1,74
Minneapolis,MN,Upper Midwest,10/2/2000,2000,10,2,68
Minneapolis,MN,Upper Midwest,10/3/2000,2000,10,3,58
Minneapolis,MN,Upper Midwest,10/4/2000,2000,10,4,56
Minneapolis,MN,Upper Midwest,10/5/2000,2000,10,5,49
Minneapolis,MN,Upper Midwest,10/6/2000,2000,10,6,44
Minneapolis,MN,Upper Midwest,10/7/2000,2000,10,7,41
Minneapolis,MN,Upper Midwest,10/8/2000,2000,10,8,47
Minneapolis,MN,Upper Midwest,10/9/2000,2000,10,9,58
Minneapolis,MN,Upper Midwest,10/10/2000,2000,10,10,64
Minneapolis,MN,Upper Midwest,10/11/2000,2000,10,11,69
